,FSA,med_fulltime_income,income_100k_up,med_total_household_income,income_40k,occup_cat_snr_mgmt,occup_cat_busfin,occup_ind_realestate,work_loc_home,work_loc_workplace,work_loc_notfixed,school_uni_degree,school_hs,commute_start_noon,edu_field_science,edu_field_bus_admin,edu_field_health,edu_field_pers_protect_transp,commute_transp_carpass,commute_start_6am,commute_start_9am,condo,worktype_selfemp,indigenous_ppl,married_ppl,work_loc_foreign,can_citizen_ppl,non_citizen_ppl,TotalEV,TotalEV_Category
11,K1B,65500,0.0841352918003264,96000,0.0892002926444932,0.0053463897799538,0.1114300185716697,0.0092858348809724,0.1629241938206989,0.250998930722044,0.0453036186617142,0.1876864201699589,0.1164950194158365,0.0559963982216219,0.0219483369913894,0.0689402892678259,0.0413641735606955,0.0216669480556024,0.0272947267713433,0.0495244526985198,0.0405200067533344,0.3080396154966501,0.0545894535426867,0.0340480612302324,0.4386853508920029,0.0014069446789352,0.8686476447746074,0.0858236254150486,61.90556587314986,Medium
12,K1C,78500,0.1344165435745938,117000,0.0738552437223042,0.0055055727138445,0.1193769303075063,0.0068483953269773,0.188129448099906,0.2200886262924667,0.038807573519538,0.2281455619712636,0.0974889217134416,0.0409560897005505,0.0178595407546663,0.0839264133208003,0.0472673559822747,0.0157110245736538,0.021082315026185,0.0484758963340942,0.0280649926144756,0.215902738960313,0.0511615415603598,0.0283335571371021,0.5181952464079496,0.0013428226131328,0.934873103263059,0.0417617832684302,82.98643749160736,Medium
13,K1E,71000,0.104769782189137,110000,0.0847808105872622,0.0058588365039977,0.1223462917011304,0.0048249241797628,0.1726633581472291,0.2302178108629721,0.0520402536531568,0.1599117728149986,0.1247587537910118,0.0379101185552798,0.0165425971877584,0.0806451612903225,0.0482492417976288,0.0241246208988144,0.021712158808933,0.0620347394540942,0.0296388199614006,0.1594746716697936,0.046181417149159,0.0286049076371657,0.5424593327819134,0.0006892748828232,0.9642955610697548,0.0323959194926936,55.83126550868486,Medium
14,K1G,68000,0.0906654501910246,83000,0.0832525517477333,0.0037064492216456,0.0928037862804356,0.0069852312254091,0.1733477789815818,0.2326509665279124,0.044619946399042,0.2402064207104978,0.104778468381137,0.0449050578776301,0.0233791412442264,0.0699948679933854,0.0504647317100986,0.0159662428009351,0.0243770314192849,0.044619946399042,0.0429092775275132,0.1222852670710232,0.0567371842390374,0.0233791412442264,0.4186862063066659,0.0015681131322347,0.8346638535667446,0.1399897359867708,67.00119746821007,Medium
15,K1H,89000,0.1947136023549613,103000,0.0601005764749172,0.0144118729302097,0.0953636698147921,0.0095057034220532,0.2305899668833558,0.1996197718631178,0.036489635716914,0.3124616705507175,0.0699129154912302,0.0297436526431988,0.0248374831350423,0.082791610450141,0.0585673985036183,0.0116521525818717,0.015331779712989,0.029437017048939,0.0380228136882129,0.0878035395801893,0.0858579663927388,0.0177848644670673,0.4740586287256225,0.0009199067827793,0.9140807064884092,0.0806451612903225,117.74806819575616,High
16,K1J,71000,0.1112565445026178,94000,0.0764114900240554,0.0063676241686712,0.0953374840809395,0.0074288948634498,0.1784703551719258,0.2175604924296023,0.0371444743172491,0.2283500778265176,0.0988750530635347,0.044573369180699,0.0201641432007924,0.0765883684731852,0.0470496674685156,0.0155653035234187,0.0222866845903495,0.0412126786472336,0.0346681760294325,0.3488575680644314,0.056954860619782,0.0346681760294325,0.4326446865713881,0.0022994198386868,0.8435333238998161,0.1384958256686005,85.25541248054337,Medium
17,K1K,67500,0.0881545278661923,73500,0.0856581164575922,0.0076452599388379,0.082849653622917,0.0078012856518754,0.1488485302377832,0.2195281782437745,0.0416588653810147,0.2160956125569494,0.1115583848218186,0.0480559196155526,0.0151344941646383,0.0723959308494039,0.0474318167634026,0.0170068027210884,0.0205953941209511,0.0482119453285901,0.0332334768769893,0.2100426649163111,0.0522686138675653,0.0349497597204019,0.3839792797853086,0.0012482057043,0.8620420645322349,0.1112463333957436,69.27541658865381,Medium
18,K1L,63200,0.0804370504584637,63200,0.0938889803986163,0.0063141711963981,0.1059682644265085,0.0085104046560149,0.1710316806676549,0.2413111513753912,0.0513369571185417,0.2341733926316367,0.1260088947455114,0.0455718442870477,0.0159226925822214,0.072475704167353,0.0439246691923351,0.0200406303190029,0.0258057431504969,0.0543567781255147,0.0414539065502662,0.2134852273779753,0.0631417119639817,0.0601218909570087,0.3662219293910942,0.0024707626420688,0.8491187613243287,0.1372645912260473,47.76807774666448,Low
19,K1M,100000,0.2786812536960378,128000,0.0524837374334713,0.0214370195150798,0.096836191602602,0.0170017740981667,0.2550266114725015,0.1811058545239503,0.0214370195150798,0.3740390301596688,0.0354819633353045,0.0147841513897102,0.0295683027794204,0.0924009461856889,0.0465700768775872,0.0081312832643406,0.0088704908338261,0.0273506800709639,0.0310467179183914,0.1795869500149655,0.1079243051448846,0.0199586043761088,0.5048787699586044,0.002956830277942,0.8877882909520993,0.0554405677114133,189.23713778829097,High
20,K1N,72500,0.1133676189046135,64000,0.0701978302488832,0.0097601261308607,0.1082998611058973,0.0063816209317166,0.2376215323398025,0.2152858590787942,0.0341604414580126,0.3183302676526897,0.0722624723150268,0.0450467359885881,0.023461841660723,0.0807087353128871,0.037351251923871,0.0152032733961485,0.0110739892638612,0.0296557678591538,0.0503021885205901,0.210255811237005,0.0533053042531626,0.0296557678591538,0.3203949097188333,0.0022523367994294,0.8129058898607305,0.1413341341641953,56.68380945230677,Medium
21,K1P,89000,0.2170542635658914,87000,0.0697674418604651,0.0232558139534883,0.2713178294573643,0.0155038759689922,0.4806201550387597,0.2403100775193798,0.0232558139534883,0.5813953488372093,0.0155038759689922,0.0155038759689922,0.0387596899224806,0.1705426356589147,0.0310077519379844,0.0310077519379844,0.0155038759689922,0.0,0.0465116279069767,0.7306338028169014,0.0465116279069767,0.0232558139534883,0.4263565891472868,0.0232558139534883,0.7674418604651163,0.1162790697674418,542.6356589147287,High
22,K1R,76000,0.1376394828688,74000,0.0754559307870029,0.0090940372609742,0.1388684068229858,0.0115518851693457,0.319766012879123,0.2275967163151944,0.0319520228088285,0.4001376394828688,0.086024676793,0.0398171361156171,0.0294941749004571,0.0958560684264857,0.0408002752789657,0.0181880745219485,0.0125350243326942,0.0314604532271543,0.0484196037949171,0.2313804923652228,0.0656245391535171,0.02924839010962,0.383424273705943,0.00172049353586,0.8929361451113406,0.0926608661456029,52.10637565747431,Medium
23,K1S,93000,0.2290686886137505,106000,0.0559874588092267,0.0196755926672425,0.109575455098058,0.009757814249608,0.2900150366317944,0.211632594298877,0.0268739802284288,0.4008702050740634,0.0499088204242249,0.0307131202610615,0.0302332277569824,0.0844610807179191,0.0524682471126467,0.0094378859135553,0.0164763093067152,0.0259141952202706,0.0409508270147487,0.1251436598135615,0.0855808298941037,0.0179159868189525,0.4654957289567137,0.0019195700163163,0.880922673321176,0.0978980708321336,150.04638960872765,High
24,K1T,72000,0.0999900134817995,107000,0.0699056274030059,0.0054925850102361,0.1084785539521645,0.0069905627403005,0.1757627203275578,0.2412992460178758,0.0470614670195236,0.2390522794227792,0.1099765316822289,0.0499325910021471,0.0202226993558695,0.0878813601637789,0.0490587706596095,0.0156039346881709,0.0255904528886003,0.0496829280471363,0.0388225895041693,0.2062003293477482,0.0667848404653717,0.0157287661656763,0.4441503969640984,0.0018724721625805,0.8865531532431218,0.106606081789584,70.90427922304889,Medium
25,K1V,72000,0.1071609776580296,93000,0.0745315534405234,0.0051612225974071,0.0921147016113511,0.0093601833546197,0.1720699126966076,0.2308553632975838,0.0479381353115104,0.2323424952324299,0.0990254911909302,0.0507374424829854,0.0214321955316059,0.0776807740084329,0.0482005703588361,0.0169707997270675,0.0257186346379271,0.0453137848382525,0.0367409066256101,0.2014212937197654,0.0586979722518676,0.0268558531763388,0.4306559126616162,0.0017495669821719,0.8669104396661826,0.1224696887520338,72.25711636369998,Medium
26,K1W,84000,0.1641952983725135,141000,0.0571428571428571,0.0094032549728752,0.1370705244122965,0.0094032549728752,0.2470162748643761,0.2452079566003616,0.0448462929475587,0.2835443037974683,0.0839059674502712,0.0441229656419529,0.016636528028933,0.1139240506329113,0.0589511754068716,0.0180831826401446,0.0260397830018083,0.0531645569620253,0.0361663652802893,0.0782241014799154,0.064376130198915,0.0224231464737793,0.5092224231464738,0.0021699819168173,0.9236889692585896,0.0622061482820976,111.39240506329114,High
27,K1X,79000,0.1480191554201131,133000,0.0576839355681323,0.0097953852851545,0.1229865041358293,0.0097953852851545,0.2416195037004788,0.2427078798432738,0.0522420548541575,0.3080104484109708,0.0827165868524162,0.0304745319982585,0.0326512842838484,0.1197213757074445,0.0522420548541575,0.0174140182847192,0.0261210274270787,0.043535045711798,0.0533304309969525,0.0158730158730158,0.0816282107096212,0.0076186329995646,0.5224205485415759,0.0021767522855899,0.8685241619503701,0.1153678711362646,111.0143665650849,High
28,K1Y,87000,0.2119544225569718,99000,0.0639725762842796,0.0154499806875241,0.1182889146388567,0.0113460795674005,0.3244495944380069,0.197952877558903,0.024382000772499,0.4147354190807261,0.0695249130938586,0.0263132483584395,0.0366937041328698,0.0856991116261104,0.0519022788721514,0.013277327153341,0.0118288914638856,0.0308999613750482,0.0313827732715334,0.1536742106733724,0.085940517574353,0.022692159134801,0.4731556585554268,0.0016898416376979,0.9393105446118192,0.0463499420625724,131.80764774044033,High
29,K1Z,77500,0.1276745619441754,77000,0.0737430659505151,0.0090252707581227,0.0948754072378268,0.0116668134190367,0.2172668838601743,0.2210090692964691,0.0354406973672624,0.2947521352469842,0.0957559214581315,0.0407237826890904,0.0246543981685304,0.0783657656071145,0.0528308532182794,0.0132077133045698,0.0220128555076164,0.0449062252355375,0.0352205688121863,0.0996392372444597,0.0596548384256405,0.0323588975961961,0.4004138416835432,0.0017610284406093,0.868627278330545,0.1034604208857973,79.24627982741922,Medium
30,K2A,97000,0.2139193285148053,105000,0.0632431802284914,0.010783399393798,0.0990906971321986,0.0099090697132198,0.238692002797855,0.1847750058288645,0.0279785497785031,0.3179645605036139,0.0644089531359291,0.0297272091396595,0.0262298904173467,0.0731522499417113,0.0477966892049428,0.0064117509909069,0.0145721613429703,0.0279785497785031,0.0335159710888319,0.1253553889894029,0.0734436931685707,0.0177780368384238,0.4797155514105852,0.0011657729074376,0.8970622522732572,0.0661576124970855,152.13336442061086,High
31,K2B,64500,0.0757803572502556,72000,0.0906657845672701,0.0031575148854273,0.0787875142839959,0.0085703975461598,0.1602814698983581,0.2232814097552174,0.0457087869128525,0.228995008119324,0.1034462019606663,0.0560834786792566,0.0151861430203885,0.0696156853310879,0.040596619955494,0.0156372165754495,0.0239068984182354,0.0443555662476694,0.040746977807181,0.1801486941602592,0.050069164611776,0.0261622661935406,0.3951404342334756,0.000601431406748,0.8134359776267517,0.1670475732242737,53.52739520057738,Medium
32,K2C,70000,0.1086549269389284,86000,0.084641847474369,0.0069825266528151,0.0957117068020027,0.0080043598215198,0.1897203583228311,0.2508600429169931,0.0483667699853537,0.2513709595013454,0.0933274294083586,0.056200824278756,0.0211178854865628,0.0751047378997922,0.0435982151980653,0.0156681085868047,0.0248646071051466,0.048877686569706,0.0459824925917095,0.1543351715686274,0.0555196021662863,0.0320174392860792,0.4237201539561974,0.0028951939779965,0.8401171702033448,0.1289212847849041,66.41915596580264,Medium
